newid,Isolate_Id,Isolate_Name,Collection_Date,Subtype,Genotype,Location,continent,host,host_type,Wild bird order
EPI_ISL_20230160|A/Arctic_fox/Norway/2025-04-19222-1-2/2025|H5N5|North America|2025-07-25|nonhuman_mammal|A6,EPI_ISL_20230160,A/Arctic_fox/Norway/2025-04-19222-1-2/2025,2025.07.25,H5N5,A6,"Europe / Svalbard and Jan Mayen / Svalbard, Barentsburg",Europe,Arctic_fox,nonhuman_mammal,
EPI_ISL_20180979|A/Arctic_fox/Norway/2025-04-21457-1-4/2025|H5N5|North America|2025-08-28|nonhuman_mammal|A6,EPI_ISL_20180979,A/Arctic_fox/Norway/2025-04-21457-1-4/2025,2025.08.28,H5N5,A6,Europe / Svalbard and Jan Mayen / Vindodden,Europe,Arctic_fox,nonhuman_mammal,
EPI_ISL_20364549|A/large-billed crow/Hokkaido/B254/2026|H5N5|North America|2026-01-12|wild_avian|A6,EPI_ISL_20364549,A/large-billed crow/Hokkaido/B254/2026,2026.01.12,H5N5,A6,Asia / Japan / Hokkaido / Sapporo,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_20363861|A/carrion crow/Hokkaido/B257/2026|H5N5|North America|2026-01-12|wild_avian|A6,EPI_ISL_20363861,A/carrion crow/Hokkaido/B257/2026,2026.01.15,H5N5,A6,Asia / Japan / Hokkaido / Sapporo,Asia,carrion_crow,wild_avian,Passeriformes
EPI_ISL_19139304|A/large-billed crow/Hokkaido/0103B118/2024|H5N5|North America|2024-03-25|wild_avian|A6,EPI_ISL_19139304,A/large-billed crow/Hokkaido/0103B118/2024,2024.03.25,H5N5,A6,Asia / Japan / Hokkaido / Sapporo,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_19055420|A/large-billed crow/Iwate/0303G001/2024|H5N5|North America|2024-03-01|wild_avian|A6,EPI_ISL_19055420,A/large-billed crow/Iwate/0303G001/2024,2024.03.01,H5N5,A6,Asia / Japan / Iwate / Ofunato,Asia,large-billed_crow,wild_avian,Passeriformes
EPI_ISL_19820113|A/bald eagle/Ohio/OH25-5320/2025|H5N5|North America|2025-02-05|wild_avian|A6,EPI_ISL_19820113,A/bald eagle/Ohio/OH25-5320/2025,2025.02.05,H5N5,A6,North America / United States / Ohio,North America,bald_eagle,wild_avian,Accipitriformes
EPI_ISL_20216223|A/Glaucous_gull/Norway/2025-07-2990-5-1/2025|H5N5|North America|2025-09-24|wild_avian|A6,EPI_ISL_20216223,A/Glaucous_gull/Norway/2025-07-2990-5-1/2025,2025.09.24,H5N5,A6,Europe / Svalbard and Jan Mayen / Jan Mayen,Europe,Glaucous_gull,wild_avian,Charadriiformes
25G04434-001-v|A/Turkey/WA/25G04434-001-v/2025|H5N5|North America|2025-11-14|domestic_avian|A6,25G04434-001-v,A/Turkey/WA/25G04434-001-v/2025,2025.11.14,H5N5,A6,North America / United States / Washington ,North America,Turkey,domestic_avian,galliformes
25-006834-003|A/Turkey Vulture/CT/25-006834-003-original/2025|H5N5|North America|2025-02-25|wild_avian|A6,25-006834-003,A/Turkey Vulture/CT/25-006834-003-original/2025,2025.02.25,H5N5,A6,North America / United States / Connecticut,North America,turkey_vulture,wild_avian,Accipitriformes
25-021407-025|A/Great black-backed gull/MA/25-021407-025-original/2025|H5N5|North America|2025-04-25|wild_avian|A6,25-021407-025,A/Great black-backed gull/MA/25-021407-025-original/2025,2025.04.25,H5N5,A6,North America / United States / Massachusetts ,North America,Great_Black_Backed_Gull,wild_avian,Charadriiformes
25-021407-029|A/Red-breasted Merganser/MA/25-021407-029-original/2025|H5N5|North America|2025-02-07|wild_avian|A6,25-021407-029,A/Red-breasted Merganser/MA/25-021407-029-original/2025,2025.02.07,H5N5,A6,North America / United States / Massachusetts ,North America,Red-breasted Merganser,wild_avian,Anseriformes
24-000869-004|A/Great black-backed gull/MA/24-000869-004/2023|H5N5|North America|2023-12-26|wild_avian|A6,24-000869-004,A/Great black-backed gull/MA/24-000869-004/2023,2023.12.26,H5N5,A6,North America / United States / Massachusetts / Dennis,North America,Great black-backed gull,wild_avian,Charadriiformes
24-037650-001|A/Great black-backed gull/MA/24-037650-001/2024|H5N5|North America|2024-11-05|wild_avian|A6,24-037650-001,A/Great black-backed gull/MA/24-037650-001/,2024.11.05,H5N5,A6,North America / United States / Massachusetts / Eastham,North America,Great black-backed gull,wild_avian,Charadriiformes
24-037650-002|A/sanderling/MA/24-037650-002/2024|H5N5|North America|2024-12-09|wild_avian|A6,24-037650-002,A/sanderling/MA/24-037650-002/,2024.12.09,H5N5,A6,North America / United States / Massachusetts / Eastham,North America,Sanderling,wild_avian,Charadriiformes
25-001719-001|A/herring gull/MA/25-001719-001/2024|H5N5|North America|2024-12-21|wild_avian|A6,25-001719-001,A/herring gull/MA/25-001719-001/,2024.12.21,H5N5,A6,North America / United States / Massachusetts / North Eastham,North America,Herring gull,wild_avian,Charadriiformes
24WP00294|A/black vulture/MA/24WP00294/2025|H5N5|North America|2025-02-27|wild_avian|A6,24WP00294,A/black vulture/MA/24WP00294/,2025.02.27,H5N5,A6,North America / United States / Massachusetts / New Bedford,North America,Black vulture,wild_avian,Accipitriformes
25HP00818|A/Great black-backed gull/MA/25HP00818/2025|H5N5|North America|2025-04-25|wild_avian|A6,25HP00818,A/Great black-backed gull/MA/25HP00818/,2025.04.25,H5N5,A6,North America / United States / Massachusetts / Muskeget,North America,Great black-backed gull,wild_avian,Charadriiformes
25NE00305|A/common eider/MA/25NE00305/2025|H5N5|North America|2025-02-07|wild_avian|A6,25NE00305,A/common eider/MA/25NE00305/,2025.02.07,H5N5,A6,North America / United States / Massachusetts / Nantucket,North America,Common eider,wild_avian,Anseriformes
